pH,Dissolved Oxygen (mg/L),Turbidity (NTU),Electrical Conductivity (µS/cm),Total Dissolved Solids (TDS) (mg/L),Nitrate (NO3⁻) (mg/L),Phosphate (PO4³⁻) (mg/L),BOD (mg/L),COD (mg/L),Coliform Bacteria (CFU/mL),Ammonia (mg/L),Water Quality Category
6.785983364,8.547398556,3.014714382,1182.853241,354.8956123,6.073244168,3.607245786,2.862243072,17.96329251,949,3.099489759,1
8.023021263,9.155960286,4.133536799,1981.824356,296.1179942,0.885783396,4.706394645,4.601026266,33.50812913,620,0.413675415,0
7.736436127,8.888465803,4.920065816,1525.623826,263.7904428,6.768722758,4.408176746,1.93447228,12.56174095,427,4.119901946,1
6.702245352,10.66864258,1.442027189,912.4729206,465.0954276,0.64094711,2.575961131,2.103720815,44.49736521,701,3.385506382,1
6.668213612,5.396512548,4.805677427,1429.42415,82.7307265,5.961426495,3.873263099,0.230470884,48.45998717,489,0.994586798,1
7.901938263,4.299735899,1.947409475,808.9994198,176.270366,7.395811772,2.810723769,8.967465499,19.86989683,354,0.398692787,0
6.645526013,7.079299416,1.927559524,496.3071518,207.4720341,2.109698906,2.76351945,2.107066651,28.00381074,195,4.185110653,1
8.143720119,11.04680763,1.701935521,1213.86116,402.0916155,8.416220075,0.573709792,2.275338769,10.88537804,544,0.394509147,1
7.912484454,6.018534521,2.707038037,1859.955091,496.6315791,0.303538055,0.63068829,2.796014326,35.62840899,716,0.456769327,0
6.662697561,10.73432433,0.770725216,1861.822064,158.3017316,8.438128637,2.647668075,1.274080717,26.55704232,823,2.13704144,1
6.669675428,13.69912046,2.768557427,716.7152923,443.4383004,4.603290506,1.344307725,6.392628832,20.80233864,931,0.673989142,0
8.473279157,4.939007158,2.708524062,1078.971059,423.7802422,2.175879399,0.105184512,0.751429532,18.27348442,693,4.568347987,1
7.248541592,10.72602118,3.809509063,462.6900022,151.0958289,1.33778145,3.61419602,1.342024263,36.16092311,658,2.351419681,0
7.241284294,8.437502193,4.16824981,1991.480664,229.6996611,9.533071676,0.162432983,6.447567266,26.64868124,938,2.845754903,0
8.125599135,12.68142254,2.202206752,1963.17992,234.3527912,0.726655876,2.976384206,3.396606205,17.18637156,779,4.640530447,0
8.394497155,5.771497894,1.511666247,1316.542413,490.1993008,1.990934199,2.695968971,7.079478267,37.56436326,10,2.651316128,1
8.472002128,10.92625952,1.296674487,1618.607416,131.4013556,3.478223474,4.844073453,5.574247447,32.60289132,581,1.76795573,0
8.006756371,12.3811529,0.973119184,1444.445315,409.621087,6.20234849,2.421065697,2.560211731,44.3468822,255,3.985775529,0
7.252519171,13.44614219,0.288237911,1206.658527,200.3867214,5.448010853,0.318007182,6.508279505,14.69903596,395,2.214250987,1
6.667001433,10.83248028,1.712239894,154.0285941,378.8916556,1.256434924,2.758439839,1.162736803,41.42666408,730,1.592347128,0
8.054293832,8.97174764,1.351238461,936.790468,239.0049519,2.897279837,4.205480853,5.364103831,36.94067147,808,3.616147293,1
7.616808499,10.1784724,4.832086929,1365.833289,310.2618934,2.387517711,4.984246421,4.37148105,14.60043747,408,4.008028383,1
7.348444018,12.68904984,2.788544131,1371.186647,424.675298,2.135428545,2.151715868,2.678735828,37.79282919,361,3.958580838,0
8.31270877,9.706097466,1.736385195,777.5891059,411.8745042,4.111443365,1.601493712,6.040049977,27.66189156,258,4.888372071,0
6.722394965,4.303870597,2.902338005,1886.299374,439.8904326,7.040314526,4.533266485,8.713335923,47.79939142,2,3.933334744,1
7.485250209,13.30948696,0.695983507,376.3462129,76.82779641,2.174529322,0.956210645,9.989046998,15.66445402,83,3.84966718,0
6.52270729,10.89526751,2.220218746,1025.70092,361.4227489,3.666788797,3.077144575,6.077627687,35.71333563,155,4.287426269,0
7.437321284,10.76513386,3.131171607,1397.223754,112.9943195,3.909174268,2.028572121,4.047058743,25.27920182,662,0.000925976,0
6.612606551,6.156751524,2.444489159,1409.414821,237.1183556,9.764565294,0.205411825,2.252071002,48.27258682,175,1.812157056,0
6.737635833,10.5888547,2.008894003,1314.845966,296.8647868,9.546663569,1.736442372,2.570960894,23.19899581,706,3.68801548,1
6.735052494,7.938644057,4.969241944,586.8120162,231.2327681,8.001375828,1.326142613,4.794549781,48.48743638,937,2.998595056,1
7.798420604,10.51232977,4.401573811,354.6028089,283.8252541,2.416589208,3.43045577,3.672777013,46.05943404,471,0.887860013,0
7.992089759,5.065930303,3.117029791,1290.083637,498.436839,0.680373141,4.743952488,9.138145226,20.81532941,618,1.518665445,1
7.66673753,10.57845305,2.846886806,1218.639126,110.8477912,3.169041377,1.340235937,3.682954677,42.14167107,423,1.683963055,0
8.424345097,13.99413726,3.103302399,399.7442201,353.9552204,2.667945494,4.057329696,3.734445911,49.82416807,133,2.839140556,0
7.249741159,4.482120389,1.006560539,1425.021334,228.2004349,5.059258001,0.276799085,3.835345124,20.10652009,787,4.157991482,0
7.071424173,13.77174184,1.975688716,937.5853839,109.8544095,7.777279101,2.69060505,8.366202104,27.47108677,906,4.662458899,0
8.237198256,8.069079607,0.197297664,1352.133154,121.4315435,8.583229389,0.352750319,6.507883208,30.80722946,863,3.750462064,1
6.947191677,12.7075345,2.377730187,1682.865806,477.1728978,8.448640854,4.670164956,6.141688503,21.79724543,379,4.214751951,0
8.426445079,11.82385484,2.71512292,380.9704357,445.8206735,3.596755612,3.831756403,3.341430224,10.61059359,666,2.350479792,1
6.524308949,9.67016261,1.138748681,87.33249259,458.1688822,6.872343435,3.289749556,8.179041768,18.80516977,276,1.948876598,0
8.439757653,11.38449209,4.820144236,1569.250043,496.1897491,3.128341975,4.119481908,0.383638614,21.27747537,235,1.963542661,1
6.586319824,12.78515561,4.547273055,1238.909979,143.7419255,0.609055432,3.237598978,8.707971723,27.74398805,751,3.080192642,1
8.282286227,8.041403217,3.610716177,1414.297161,209.9477018,7.015652656,4.844721986,5.127498998,16.84409914,881,0.621183528,1
7.555402218,7.270331616,2.666933144,1684.402201,351.1485635,0.098275526,3.569789739,3.982502349,44.93017427,12,2.897470914,1
8.485929592,10.67593386,4.349845798,1615.481323,267.7111429,4.091825875,4.623293048,4.971672807,38.19644531,341,3.325664301,0
6.647593129,12.07845942,0.653261719,1923.794287,238.27529,3.293792693,2.58565946,6.674155305,13.4080191,34,2.194543701,1
7.607708569,11.62285135,3.952548971,1095.073404,211.0150622,6.933775385,0.585322065,0.127654265,36.00369805,558,4.765835884,0
8.438605071,11.97813649,0.62410407,1002.566484,317.2012844,7.662454728,2.640888607,8.715518565,36.14625906,213,3.041066362,1
7.546195688,8.355833148,3.971053313,833.6800398,309.0170429,3.04094636,0.63436414,4.467395253,48.24884695,411,1.099997361,1
7.758797276,12.17834216,1.378837841,349.6975335,122.6560253,8.116270144,2.962467396,3.429665197,10.12083485,404,2.396081287,1
7.891497378,5.202090554,4.385452905,1166.584104,262.2829269,2.939167605,2.412465303,1.382455656,19.91729799,493,3.377022186,0
7.40908213,9.44489098,4.720210469,590.1744224,299.0622993,4.4632636,3.112876989,4.394653744,47.11165918,657,1.618145623,1
7.75511616,4.057586605,0.743979847,1846.549649,306.6291224,7.27018527,0.050234905,4.963227713,47.28535662,158,0.398208031,0
7.668628624,7.245858299,2.313378025,1187.222068,144.5482368,6.929202292,0.974202458,4.036466945,38.82345677,955,2.917178174,0
8.302316021,7.664615349,4.904936891,1206.038352,384.0221265,9.873684723,2.45665216,6.786600938,40.63053284,636,4.739350843,0
6.590892761,7.961726916,2.41703718,742.1030887,61.33959267,2.251610242,4.752517808,4.208965288,13.65931832,109,2.425359928,1
7.061926379,10.95467207,4.317737613,151.3792364,209.674335,6.623179135,1.918045202,9.614175778,30.55503339,548,4.530545403,1
8.400822968,7.885581013,2.943657611,111.9003425,401.0956918,6.096819083,2.12186013,5.992775178,19.26331965,788,4.175117942,1
8.280527568,8.486936226,1.87664954,875.5035311,303.7518145,9.150984545,3.573480445,8.074779357,17.24872174,525,0.737063918,1
7.411313506,6.375441309,1.428917778,214.9024873,167.5230946,1.563621416,3.018963786,1.093559031,42.41213196,984,3.540849609,1
7.740265196,7.732517916,1.016115455,1233.351563,362.7289037,7.517981636,1.49463075,3.972912929,15.40152547,346,2.177327625,1
7.054762366,6.272696273,3.808990957,1767.897361,305.3259249,5.682686163,2.054081978,3.368477014,28.74606548,743,1.251231626,1
6.876242319,4.731959238,1.932702534,1771.683892,408.3096243,2.746658698,1.088498994,5.694823881,47.54312958,827,3.434691778,0
7.42739681,10.03448593,2.556377311,1335.13855,380.7613338,4.744349141,4.830107296,8.611135201,17.43328222,635,3.713303593,1
7.206704456,10.68212799,2.4616274,461.9020714,324.5485649,3.337765971,0.653171908,0.783382178,49.11973695,278,0.899481594,0
7.667312224,10.19490346,2.886395146,1732.843821,269.6799539,5.793134028,1.859183923,0.72574798,49.77151943,478,4.57222341,0
6.655469274,8.634940438,4.327885728,1777.882199,109.9319566,8.890006108,0.129194861,8.503177082,32.22468619,110,3.75573622,1
8.448789615,7.797857802,4.903696718,433.4744907,167.599858,5.693049844,1.10889746,2.12850086,16.80570961,635,4.666877496,1
8.472421489,12.6333365,2.037921043,1487.980867,238.5947628,6.317224183,3.902355692,6.687532544,22.64419552,924,1.585366094,0
7.896323428,9.190817851,4.137594611,608.7131204,319.6846792,5.187478471,1.005876161,5.428781324,26.97971331,430,4.696675079,0
7.572192733,8.791818776,3.822638973,1615.148609,281.1685348,0.511655064,0.400317013,8.328935949,22.37296897,541,1.842588289,1
7.119055233,4.256420658,2.867644757,1994.613905,179.6830367,2.328585569,2.372265899,1.250889098,21.2254232,114,0.269848807,0
8.127590039,7.412478276,4.780235718,108.5507104,52.90896101,4.920017294,0.049846174,1.297829657,48.88918837,89,3.814846944,0
7.869462345,7.801956188,1.002372578,1799.863438,273.3076499,3.102352837,0.423830772,5.568183603,16.1345931,211,3.51754072,0
6.825233879,7.988227809,0.546321052,1264.129541,178.5316949,1.817635978,4.038129348,9.463786534,39.33311635,549,2.989554961,0
8.321854369,9.801723692,4.269809835,1948.096107,380.5737353,5.041328419,3.857366724,4.149977584,10.01641158,594,2.449468722,1
8.145074486,9.336025467,2.195749083,956.7685592,60.77581937,3.228097934,4.575694102,3.269421003,33.84730678,538,0.160826352,1
8.399599827,10.07905093,4.234844271,1702.406465,313.1725151,2.581076432,4.27257718,6.066893232,46.63772016,728,3.122986258,0
7.951439017,11.64883262,4.465451026,171.6684338,473.6634069,4.639854174,3.415877816,9.304486005,21.51736376,359,2.084173076,0
7.726830392,12.12985739,0.312287968,703.7941477,128.4841702,1.332842581,0.261664287,8.369278328,17.42103901,485,2.801047014,0
7.336486073,11.18123076,4.417323815,180.6822486,262.2422708,9.277457331,3.91424309,9.954836107,36.0671918,371,2.14660671,1
8.365456967,13.55523696,2.241595277,1951.91911,91.13989632,8.677020979,4.227554054,0.225685832,38.50405629,214,4.830280664,1
8.232127779,4.182325827,2.552162445,1643.099119,331.5568605,7.076205857,3.995410729,1.128581447,37.52122076,732,3.020544506,0
6.59043734,5.957779857,3.132962555,1712.467471,297.7392563,1.062138276,2.542395177,6.094677634,22.7726752,14,3.746181653,0
6.552733949,4.07562875,4.631913034,1879.032201,233.3144859,7.758772545,1.164509193,8.205764393,20.08809609,954,4.681734737,0
7.252926734,10.47474714,0.095580472,215.9517979,284.6196597,8.079573281,4.226649878,2.852443423,48.236752,258,2.957996615,1
8.121106662,12.98030549,2.384217342,801.9153054,453.4585963,7.677646177,3.635814049,2.39211088,46.93198033,777,0.060312589,0
8.474552259,6.434822966,3.438610212,188.5180336,138.332436,1.139658871,4.903805872,7.869757994,28.2926644,462,0.171458392,0
6.800833782,13.27034545,3.613534788,461.046548,60.15403027,6.439079571,0.778462989,0.563818539,43.84775465,119,3.511692171,0
7.688261431,4.602673903,3.462662158,497.2632652,437.7491981,8.343247957,1.128322915,3.693826476,28.09293911,975,1.395425681,0
7.261781713,13.34436027,0.672175647,964.7590615,309.7026871,5.773534012,1.058990749,5.058092226,26.97556072,912,2.896898637,0
8.439828796,7.516226872,1.496977942,573.6962265,450.796305,6.464073752,3.962698838,5.603486744,16.2705179,127,1.011385905,1
8.184237846,5.014208284,1.793577627,246.9073083,318.6253505,4.583634794,0.934536482,7.286151568,27.05624226,722,1.351244375,1
8.176657409,8.858717592,4.022186038,376.6076237,414.5724905,5.287073199,0.333299149,3.548457234,31.49667754,522,2.52320528,1
7.43738632,6.567765677,1.393799362,337.1873489,243.3530135,0.343768584,4.992804033,6.126843447,10.9001731,687,4.877847317,0
7.329639005,6.84872902,1.053524819,1947.499756,387.4369691,6.38963022,0.124086057,5.853754228,27.76452021,644,3.081352446,1
7.046814144,7.072899649,4.787240095,1530.620388,460.8686601,0.814472129,4.176220301,5.476161007,41.25424874,324,4.680740523,0
6.612750993,12.03025898,0.044316426,1937.134857,307.4553337,4.350145943,1.826834208,6.404832931,37.20184225,319,4.796899272,1
8.229444753,9.391612767,4.989104278,907.4939487,131.3533178,2.926550977,4.208077299,2.594491711,35.40627955,505,1.040549982,1
8.125802018,7.113076992,3.384106494,592.8185392,170.9589268,5.454279502,2.773102456,0.846487536,46.38221714,525,1.555968012,0
8.499435347,10.10333783,4.142346497,1606.671735,139.3900596,1.334163355,4.508156147,1.19271672,10.72128039,49,3.849961406,0
8.493273674,11.16150674,1.473096982,686.1951402,161.0856624,6.91643402,4.630964932,2.245823827,32.28190345,921,4.333820011,0
7.610863411,6.726240007,0.071576388,633.7975787,187.8869522,7.950115369,0.045490906,5.001979355,41.49395394,583,2.596133721,1
8.03797483,8.135491015,3.689347593,503.3866848,299.810204,1.633544497,0.37706088,8.404427505,31.65341531,68,4.966130336,0
8.38953146,5.218860933,4.170722985,302.8740075,314.5962333,1.043130874,1.251793648,7.012933421,22.9558221,390,0.057860994,1
8.199294781,5.811493495,3.70238066,550.102969,241.9248863,1.455154828,3.346577082,7.890406042,15.4500226,382,1.497963278,1
6.994696203,10.81117854,0.714251437,742.8735095,326.9393509,8.771275619,4.441360983,3.509756239,45.50252287,15,3.115808769,1
7.401088271,5.814383477,3.767139611,1364.288706,86.70871653,5.281892618,2.299709756,4.046537416,28.8304957,438,2.346449555,0
6.75831883,9.251633837,3.844613911,172.0014423,89.50470668,4.67260996,3.034865581,3.93681886,45.12460788,845,0.583014832,0
8.408102055,11.09046262,3.292702578,460.4885323,127.3232572,1.067118191,0.942499264,1.918731844,33.4340849,868,1.838935427,0
7.712349269,5.068769231,3.830579664,1627.596099,283.1348741,6.495560068,4.024834169,0.612166581,36.96768466,567,0.127235716,1
6.957285611,9.673122196,4.229607198,336.497751,146.2976054,8.679995919,4.836640557,5.909160928,42.17044618,616,3.21373023,1
7.843401369,6.565627837,3.068020571,718.1580357,177.4779816,8.281858693,1.342994665,9.892166834,36.36622178,131,4.463712715,0
7.736256481,13.62926875,0.44302357,1736.084898,230.1407763,6.26054709,2.474129758,1.66829705,25.92219363,995,4.424370619,1
7.216325436,8.835456467,2.438139048,352.1043567,415.3397558,0.752787167,0.430580553,0.466848199,30.54533536,559,3.497722369,1
6.727115184,12.0599255,0.388246673,211.3368295,56.23796116,1.123970272,2.795683282,7.795316818,42.12182099,247,2.328850977,1
7.843146391,9.502265422,2.037715155,994.8490904,342.2204691,0.493089871,2.513917209,2.525860067,24.94601185,272,2.560158093,0
7.540615402,4.434125329,2.035532446,639.718047,350.994439,2.574792165,0.722182421,8.296438054,25.52485827,622,0.68459412,1
8.044636783,10.33151376,0.330049221,1148.646311,409.3951012,1.356614672,2.210331066,7.03936667,13.82760464,931,1.705085466,1
7.540327002,13.51403342,1.74410267,1617.419536,469.7388226,2.600480403,1.67052326,9.456735371,46.58337741,837,0.938640377,0
8.204363001,10.0161182,0.554990494,317.4395519,59.06203203,3.850580557,2.609154377,4.089272358,13.6414526,847,4.106001017,0
7.603813678,12.19188859,4.04117605,1182.363215,119.2026675,9.429827841,2.928271677,6.619698395,35.9283671,348,4.573769507,0
7.621875943,12.84206463,4.73844013,1035.742083,448.7770823,6.103760598,0.042477893,4.648547808,26.52777915,483,2.684616307,0
8.253307205,6.280797719,0.361582376,330.9536327,256.333353,8.349737857,3.805029915,6.305886973,26.22477561,549,3.638820203,0
7.306965732,6.120448399,4.775576036,1266.797047,304.0657875,7.103515007,3.565071459,4.49598906,37.18207346,356,0.607323855,0
6.768030457,10.10980989,2.612882997,583.5988148,348.3622417,1.125031305,1.831431931,1.886322464,12.68374931,751,3.042673216,1
6.557565353,8.110284698,1.49782839,1001.276921,355.579972,7.359204064,0.264679678,5.07897416,33.74823132,317,3.513955107,1
8.010274511,12.39861303,0.384310376,210.4310323,469.2831815,2.750988816,3.774662699,5.285842014,40.88127144,632,2.263840648,1
7.740619103,13.00023123,2.50312134,946.1889116,498.6272378,6.39107847,4.775875802,8.106038483,43.12851032,47,1.216365422,1
7.908159536,7.534213793,3.972577722,647.6037627,374.0708574,3.409619736,1.20075798,7.355207058,16.82121558,9,4.386872603,0
6.925928323,6.36870559,3.535432386,1653.643362,179.2495441,9.976722633,1.617623069,6.637916239,45.896762,232,3.7145436,1
6.772742951,11.80525515,0.251130057,161.1085176,445.888581,2.635514795,0.919064447,1.133870956,36.24584367,35,4.499286409,0
6.529089331,6.748060355,0.364509177,866.2841861,72.14941154,2.791304708,2.884680617,7.206162907,45.27419203,412,4.092013237,0
7.201175118,12.22614319,2.014366413,943.9412771,153.9863838,9.306722556,0.774206973,5.003051564,29.41122868,461,4.951872148,1
7.679835374,8.237382536,1.47645247,1463.761849,453.8235729,0.246444046,1.780969717,8.940995361,31.6813338,3,0.960863666,1
7.28448809,10.67549899,1.161921615,1169.860771,165.2861815,6.966889879,3.48506507,9.198709341,46.76153108,43,0.433738839,0
7.374949844,4.955353138,1.405022495,1351.064058,149.2929768,7.253263907,2.800579915,0.551565906,45.99638173,567,1.685013957,0
8.308317389,10.23859325,4.017413716,1565.246107,112.1563819,8.363785774,1.932312822,8.206415604,27.92643493,553,0.645020875,0
7.196510934,8.517676787,4.646140268,1731.295799,436.6002909,9.744393106,2.101248009,0.376973904,20.97650527,254,2.615650565,0
7.527978978,9.866084632,2.025513473,662.0572186,275.0262166,9.756019192,2.810554413,3.671696257,25.72681738,739,3.165144527,1
8.067306025,5.680142077,4.530555011,1099.144275,353.7019414,0.652767576,0.029323639,5.422999756,25.51057314,113,2.891443076,0
7.293085565,11.36873745,1.607478506,1688.210753,157.5798728,8.218393228,0.392549342,1.481007986,21.474675,748,1.296200677,1
7.7441734,12.62797078,2.382184932,1979.429705,391.1181895,6.463099337,4.406290339,7.463138126,20.74318417,396,4.544120155,0
8.224727417,6.167398001,1.130144989,1784.562657,392.0024952,6.473421344,0.389394945,0.083547042,44.44251746,173,0.105861819,0
8.399041247,4.957145555,3.202380211,774.3611621,190.6691112,1.283499266,3.534017981,1.685990484,12.79447683,254,1.740066769,0
6.794146962,4.23638586,4.894905576,430.5747086,234.8071849,6.501871664,4.600190821,5.807968299,37.10444728,465,3.594962377,1
8.35317525,10.419715,3.01746548,1004.315448,144.3606248,9.824825806,1.353418022,7.14387562,16.91280206,928,3.834644632,0
7.484232586,10.07094036,1.789070421,1496.200831,489.4524605,9.118185695,1.852457185,9.166431027,23.78023574,276,2.080592722,1
7.016488777,9.466974127,3.23908723,1010.509688,340.5211597,4.391306608,2.844607029,7.054966519,12.46172137,463,0.084549066,1
7.418271512,6.319470961,0.614603392,992.2026835,470.5447463,0.399479733,4.408544848,6.717792703,20.79894547,846,3.090218396,1
8.460065151,7.909059959,4.443295401,1684.549321,186.5234946,3.6229349,4.709527936,3.943411464,40.73684284,501,0.315473406,0
7.485236188,9.944763352,2.515419754,754.7373692,401.8509108,8.263903116,3.697816241,0.012844255,45.40061298,440,0.539278881,1
7.157503221,8.967668589,2.24674871,1726.599616,394.6363897,7.014991015,0.433098804,1.201592587,18.86108608,68,3.251253598,1
7.766801709,13.8778552,2.929323942,843.2693619,361.2450433,4.593436556,3.345770778,5.345545448,28.54191357,508,1.562441631,0
6.980291238,5.364397526,3.123919314,690.0545561,484.5375389,0.551015352,2.051518609,6.751298858,28.81296192,325,1.740150764,0
6.651726656,10.95144554,0.358879031,935.2803268,227.0999012,4.268947278,2.353504997,4.174482839,44.94301223,741,2.434035385,1
6.757759444,8.043187681,3.413086106,1536.771569,108.8227956,4.690249397,0.245741952,7.306790115,40.51196212,66,4.892891974,1
6.756091678,8.281996149,1.209658402,295.7039543,352.2689867,9.285555329,0.955310697,5.218622953,30.52308873,303,4.827211104,0
6.803805387,11.17597766,3.569763163,433.017471,378.1894102,6.410861036,3.952568038,0.741761956,36.82988802,971,2.081304997,1
6.777654345,10.92436151,4.112673972,1905.31741,308.7772581,3.116529167,2.269794165,1.92016251,43.89420216,483,1.327496086,1
7.78174949,13.91255994,4.019792538,392.2086734,143.0680519,5.253182645,1.508311208,8.399982232,10.38155816,928,1.512960763,1
6.863760169,5.283942895,2.762504837,1157.06827,277.0051738,0.660553078,1.92009537,7.249127466,26.11560124,547,1.343906491,0
7.191334567,5.041096494,2.600849462,1179.66321,190.4853815,9.725682356,4.271997567,8.94761987,46.28972669,416,2.661229036,1
8.29357682,11.24338817,0.714379807,1004.767701,242.3599377,3.600599019,3.744995087,1.175572491,39.61252123,158,3.034299039,0
7.447923281,9.78386917,3.876730752,1307.253235,340.3483591,4.778673549,1.361576986,9.902225346,31.71365497,148,2.443896941,0
7.835115477,6.741606666,1.357046902,498.1621153,385.3466342,3.552839742,0.587509201,2.094067139,31.18578108,26,2.039971811,0
6.844639742,4.79419369,2.483477114,1127.691422,154.5011109,6.825117301,1.259991108,0.117798763,23.9108039,986,1.056425188,1
6.884578038,4.856582496,1.421370465,775.7378477,232.3964123,6.622321583,4.603782255,9.974229391,30.82082135,583,2.412527957,0
6.581737233,12.94190875,0.669141815,1340.251156,171.1227069,7.153223105,2.907944189,2.810738854,36.21532798,247,1.705513569,1
6.837870126,5.918673247,3.147788484,325.3859096,139.3842262,2.681432296,2.667401044,6.680194525,26.73452154,100,2.707977314,0
7.057180678,7.233715621,0.271660174,1163.210963,402.524249,3.156684812,2.981967998,1.766823142,38.56612586,701,3.375947078,1
6.854020969,6.266564022,3.743226171,411.277193,459.1637125,1.252512311,1.830141329,5.802285322,44.44928909,95,3.166560872,1
6.677405068,7.549963058,1.587933976,593.3539731,216.6044836,6.555099718,4.035535102,9.040349865,16.18739393,383,2.312451052,1
6.741271742,4.694238427,0.000673465,476.4841106,388.075516,0.397971273,2.616431247,3.201811674,28.06188091,281,2.780262121,0
7.421557536,9.190597909,2.555645696,406.5336707,453.6478802,5.976823355,0.583739514,6.70253976,26.32080365,321,1.424280655,1
6.912667437,4.676125636,0.234259543,1660.136356,430.7558947,8.696958849,0.645325624,1.879035888,37.49859216,395,0.121201295,1
7.228539722,12.00356508,1.380847789,607.1297569,132.2660248,8.908321483,2.684295733,6.247953987,19.99469861,277,3.125097271,0
7.506834542,6.337120819,3.534882437,1857.891375,480.3313467,4.490377604,4.68285109,3.364503518,35.6100366,528,1.262842796,0
7.880789657,9.400119146,0.313448108,1941.356724,219.5043982,4.593036882,1.541760608,2.112082586,45.09956967,262,3.34476855,1
6.57862428,12.80079088,4.196692462,1163.957916,202.6582975,0.76969183,4.347705844,3.131820507,26.72526399,618,3.735042498,0
8.098820798,10.50877369,0.019099613,328.8521892,78.09409728,6.707650254,3.820477933,1.788410685,46.440628,579,4.579638731,0
7.755800779,9.329577866,1.234119346,780.3690746,268.7781443,8.212594204,1.239062215,9.019161078,49.72654956,639,4.790613977,0
6.663518064,7.243337531,3.704520281,1605.577914,99.05612704,2.446550546,0.181703742,3.971868863,14.243682,292,0.052630232,1
8.247157248,7.330019131,1.581350749,766.411921,161.8429194,4.213008816,0.509236326,2.45279305,19.32212752,293,4.951871047,0
8.341744801,10.69486955,0.50946194,219.6835757,192.6241798,8.388393368,3.642469669,4.48407841,48.01519006,607,3.415091592,1
6.62215592,13.94139361,1.801169594,1135.730576,413.9718456,8.771204677,0.99834869,3.205361668,48.33310746,394,3.217620802,0
7.053755296,10.6183919,1.351966432,1697.98566,443.9698927,2.431799803,1.856354603,7.444192538,13.90829102,512,0.076065476,0
8.11240256,9.577834174,4.213559511,1602.056455,186.1098429,5.505706345,2.50849583,9.712199119,10.59994002,920,4.306167059,1
7.996519381,11.3065051,1.566739588,391.4901233,436.4141546,1.924931506,3.627340842,4.380336567,16.44400093,809,0.727457236,0
6.869042039,8.652056123,3.944662359,1361.890998,435.7539218,1.018787641,0.566156116,8.610334,49.84051134,179,4.18665077,0
6.918698647,4.601423426,4.459360724,479.9833137,394.0929277,9.111205014,2.031832026,5.658630736,17.19998466,919,0.077812731,0
7.240944206,9.622968159,2.169087098,475.5046924,116.0128013,8.205075042,2.425364546,1.572356651,30.10190427,692,3.229821312,0
7.46904597,13.57625285,4.549715719,1754.439958,360.6452811,7.600349018,2.70413532,6.906227421,43.93670906,234,2.174007669,1
7.736509543,5.753029424,1.88659027,536.8544578,475.2608291,0.487663188,4.091803207,5.134344971,10.81606443,951,1.003833645,1
7.237827279,10.90004891,4.820392082,563.3323257,357.1432154,8.437287927,0.858390975,6.506065233,34.17955929,830,0.537806959,1
7.425069432,6.009336887,0.446447623,51.27411198,199.2275821,4.380440759,4.039157259,8.896874126,21.08101795,336,2.200638483,1
7.994941876,9.358276845,3.435096333,1747.804617,275.2606928,3.423951233,3.464392138,4.404345707,44.49339666,7,0.616529027,1
6.573366406,4.966764496,2.469070202,1595.559886,340.5762695,5.46476361,2.779354071,9.011776232,21.33844597,442,2.432233058,1
7.004873889,8.503709363,1.938244027,1273.291423,279.7566839,0.913532427,3.497639352,7.506690143,37.47022881,940,3.126085293,1
7.926699172,11.56163329,3.163559394,1513.01824,103.9788238,7.566465494,2.060088695,4.886049259,36.9687853,538,4.136920968,0
8.290413675,7.475715242,3.519285458,346.4947065,190.4288201,5.824350769,0.69198793,6.032221357,18.85974195,819,3.393247186,1
7.523354884,10.64911724,0.021816348,943.7310094,411.0782137,1.865900969,3.328826201,3.255811325,11.39196799,657,0.325998834,1
7.564226971,11.95449961,0.834765444,734.8778053,437.6381207,1.882321998,2.623361533,9.835972997,26.36998295,90,1.537162663,1
6.714344023,13.27177819,3.565230253,232.8642262,111.7850147,1.842486516,3.196874003,6.673511631,21.56772608,853,1.43989304,0
7.394824734,6.346420819,3.331927068,997.9544462,478.5740386,0.570023876,1.689993905,0.438468525,42.35910998,271,4.575162117,1
7.565234533,7.993159158,4.830237526,1845.442318,197.970178,5.877984494,4.534332887,3.266219057,42.01456754,833,4.338910222,1
6.984941007,5.524160133,3.805188951,128.1152821,348.0411824,8.403481776,2.936849343,6.233144338,28.28095809,4,1.850739592,1
7.038486462,13.92483502,4.753863539,618.3487813,388.3213157,0.17498214,0.427012421,0.563332778,34.26048901,593,0.355776279,0
7.254568326,13.27000968,3.512702508,454.7048256,415.3758056,0.49004645,2.249019954,0.238841913,34.17038064,898,4.470536589,1
6.540142396,9.399571303,1.490261043,514.3859746,475.587366,5.727702767,3.781780274,4.500242395,43.08632594,218,4.440949765,0
7.144158331,12.42033294,0.526824611,1821.447376,190.8137966,8.194956854,3.970672809,3.326901797,27.00009656,117,4.27373066,0
6.922896014,9.209579773,3.909119317,962.7346558,436.3279045,3.267388906,2.472985264,4.38298608,21.01786719,592,4.225408189,0
7.154994704,10.23585688,3.220746107,959.2838552,109.2591065,3.496143988,4.473737854,2.626933099,20.60139673,975,2.401270005,0
6.739524264,4.891244321,0.240930062,1533.122503,367.2684079,5.963464975,1.338342186,1.647177469,31.44769117,581,0.887158261,1
8.281054561,11.5527042,1.80025233,351.2597978,383.8899783,2.742128891,2.052993486,6.89143357,27.96592811,114,2.387440252,0
